pitch_name,release_extension,release_pos_x,release_pos_y,release_pos_z,release_speed,release_spin_rate,spin_axis,plate_x,plate_z,pfx_x,pfx_z,balls,strikes,on_3b,on_2b,on_1b,outs_when_up,stand,sz_top,sz_bot,swing
Knuckle Curve,6.4,-2.77,54.1,5.88,84.7,2576.0,37.0,-0.17,1.76,0.24,-0.91,0,0,0,1,0,1,R,3.55,1.65,1
4-Seam Fastball,6.4,-2.71,54.09,5.95,94.7,2389.0,207.0,0.23,3.75,-0.37,1.58,0,2,0,1,0,0,L,3.24,1.59,1
4-Seam Fastball,6.6,-2.75,53.92,6.03,94.5,2417.0,205.0,0.08,3.15,-0.35,1.58,0,1,0,1,0,0,L,3.24,1.59,1
4-Seam Fastball,6.5,-2.72,53.99,6.03,94.3,2434.0,206.0,0.54,1.98,-0.43,1.5,0,0,0,1,0,0,L,3.24,1.59,1
4-Seam Fastball,6.6,-2.84,53.92,5.98,93.0,2419.0,209.0,-0.05,2.25,-0.35,1.5,0,1,0,0,0,0,R,3.62,1.69,1
4-Seam Fastball,6.4,-2.79,54.11,6.03,93.9,2343.0,209.0,-0.22,2.32,-0.5,1.49,0,0,0,0,0,0,R,3.59,1.69,0
4-Seam Fastball,6.8,-2.51,53.73,6.06,95.3,2353.0,204.0,-0.05,1.91,-0.24,1.52,1,2,0,0,0,2,R,3.68,1.71,1
4-Seam Fastball,6.5,-2.73,54.05,6.03,95.3,2294.0,201.0,0.21,3.17,-0.29,1.37,1,1,0,0,0,2,R,3.68,1.71,1
4-Seam Fastball,6.7,-2.63,53.84,6.05,94.9,2416.0,198.0,0.54,2.67,-0.1,1.44,1,0,0,0,0,2,R,3.68,1.71,1
4-Seam Fastball,6.7,-2.66,53.78,6.0,95.1,2334.0,204.0,0.75,2.12,-0.32,1.41,0,0,0,0,0,2,R,3.69,1.76,0
Knuckle Curve,6.5,-2.93,54.04,5.86,84.7,2611.0,44.0,-0.36,2.06,0.27,-0.89,2,1,0,0,0,1,L,3.03,1.5,1
Changeup,6.5,-2.97,53.97,5.81,85.0,1565.0,228.0,-0.04,1.47,-1.0,0.18,1,1,0,0,0,1,L,3.15,1.56,0
Changeup,6.6,-3.09,53.86,5.8,87.7,1680.0,221.0,-0.51,1.8,-1.12,0.24,1,0,0,0,0,1,L,3.06,1.5,0
Knuckle Curve,6.4,-2.87,54.1,5.86,85.1,2594.0,48.0,0.32,1.18,0.52,-0.93,0,0,0,0,0,1,L,3.03,1.5,0
Knuckle Curve,6.5,-2.84,54.01,5.91,84.7,2617.0,39.0,-0.99,1.15,0.25,-0.96,3,2,0,0,0,0,R,3.65,1.71,1
4-Seam Fastball,6.6,-2.77,53.9,5.86,94.3,2476.0,205.0,-1.29,2.59,-0.36,1.34,2,2,0,0,0,0,R,3.72,1.71,0
Knuckle Curve,6.5,-2.86,54.04,5.85,83.4,2594.0,42.0,0.62,1.66,0.77,-0.88,2,2,0,0,0,0,R,3.65,1.71,1
4-Seam Fastball,6.4,-2.62,54.08,6.08,94.5,2465.0,198.0,-0.54,4.77,-0.31,1.42,1,2,0,0,0,0,R,3.65,1.71,0
Knuckle Curve,6.3,-2.77,54.16,5.97,83.1,2587.0,42.0,-0.22,2.07,0.49,-0.95,1,2,0,0,0,0,R,3.65,1.71,1
4-Seam Fastball,6.5,-2.87,53.96,5.92,94.1,2395.0,206.0,-0.69,2.24,-0.18,1.43,1,1,0,0,0,0,R,3.65,1.71,1
Knuckle Curve,6.3,-2.81,54.17,5.97,83.9,2538.0,37.0,0.88,1.46,0.34,-0.98,0,1,0,0,0,0,R,3.62,1.71,0
4-Seam Fastball,6.4,-2.69,54.15,6.12,95.1,2439.0,204.0,-0.09,3.09,-0.43,1.33,0,0,0,0,0,0,R,3.65,1.71,1
4-Seam Fastball,6.9,-2.56,53.65,6.01,94.8,2317.0,193.0,0.49,2.24,-0.15,1.46,2,2,0,1,0,1,R,3.18,1.56,0
Slider,6.9,-2.94,53.6,5.72,86.5,2429.0,95.0,1.67,2.1,0.44,-0.13,1,2,0,1,0,1,R,3.18,1.56,0
4-Seam Fastball,6.3,-2.71,54.19,5.97,95.0,2357.0,215.0,-1.03,3.31,-0.44,1.55,1,2,0,1,0,1,R,3.59,1.71,1
Knuckle Curve,6.8,-2.76,53.73,5.7,83.2,2490.0,34.0,1.55,-0.62,0.54,-1.09,0,2,0,1,0,1,R,3.26,1.64,0
4-Seam Fastball,6.3,-2.98,54.17,5.95,93.6,2391.0,208.0,0.23,3.45,-0.4,1.5,0,1,0,1,0,1,R,3.59,1.71,1
4-Seam Fastball,6.4,-2.94,54.1,5.78,93.5,2403.0,211.0,-0.34,2.59,-0.39,1.51,0,0,0,1,0,1,R,3.59,1.71,1
Slider,6.8,-2.92,53.67,5.79,86.9,2565.0,130.0,-0.24,2.09,0.64,0.01,2,0,0,0,0,1,R,3.6,1.76,1
4-Seam Fastball,6.5,-2.84,53.99,5.89,93.3,2323.0,203.0,-1.25,1.83,-0.32,1.46,1,0,0,0,0,1,R,3.6,1.7,0
4-Seam Fastball,6.8,-2.99,53.7,5.82,94.0,2411.0,212.0,0.19,1.26,-0.57,1.43,0,0,0,0,0,1,R,3.6,1.71,0
Changeup,6.7,-3.09,53.77,5.76,85.9,1528.0,231.0,-0.96,1.21,-1.35,0.32,2,1,0,0,0,0,L,3.17,1.49,1
4-Seam Fastball,6.2,-2.82,54.33,6.03,93.8,2369.0,214.0,-1.23,2.36,-0.29,1.55,1,1,0,0,0,0,L,3.16,1.52,0
Slider,6.5,-2.85,53.97,5.84,89.3,2414.0,190.0,0.52,1.46,0.41,0.32,1,0,0,0,0,0,L,3.17,1.49,1
Knuckle Curve,6.6,-2.97,53.89,5.86,82.6,2628.0,40.0,0.26,0.43,0.31,-0.89,0,0,0,0,0,0,L,3.22,1.48,0
Slider,6.3,-2.81,54.16,5.76,88.2,2527.0,132.0,0.42,2.88,0.46,0.19,3,2,0,0,0,2,R,3.54,1.74,0
Slider,6.8,-2.76,53.68,5.72,87.5,2502.0,104.0,1.63,1.29,0.64,-0.06,2,2,0,0,0,2,R,3.54,1.8,0
4-Seam Fastball,6.2,-2.75,54.29,5.96,93.4,2304.0,204.0,0.01,5.28,-0.23,1.35,1,2,0,0,0,2,R,3.54,1.8,0
4-Seam Fastball,6.3,-2.81,54.21,6.01,93.8,2320.0,205.0,-1.82,3.58,-0.46,1.54,1,1,0,0,0,2,R,3.54,1.75,1
Slider,6.5,-2.86,53.98,5.83,88.7,2451.0,159.0,0.92,1.67,0.47,-0.02,0,1,0,0,0,2,R,3.54,1.8,0
4-Seam Fastball,6.2,-2.67,54.31,5.97,94.2,2334.0,200.0,-1.34,2.55,-0.3,1.46,0,0,0,0,0,2,R,3.54,1.75,1
Changeup,6.8,-3.17,53.74,5.7,85.5,1340.0,230.0,-0.4,2.25,-0.84,0.18,2,2,0,0,0,1,L,3.62,1.72,1
Knuckle Curve,6.0,-2.87,54.49,5.84,82.6,2551.0,40.0,-1.49,1.59,0.6,-1.11,1,2,0,0,0,1,L,3.83,1.86,0
4-Seam Fastball,6.2,-2.8,54.31,6.0,93.6,2322.0,205.0,-1.55,3.17,-0.28,1.53,0,2,0,0,0,1,L,3.77,1.92,0
4-Seam Fastball,6.4,-2.79,54.11,5.99,94.4,2354.0,206.0,-0.82,2.53,-0.28,1.47,0,1,0,0,0,1,L,3.86,1.79,0
Changeup,6.8,-2.92,53.74,5.79,85.9,1383.0,224.0,-0.52,1.58,-0.97,0.47,0,0,0,0,0,1,L,3.61,1.69,0
4-Seam Fastball,6.4,-2.64,54.15,5.99,93.9,2354.0,208.0,-1.14,2.46,-0.59,1.52,2,2,0,0,0,0,R,3.31,1.53,1
4-Seam Fastball,6.3,-2.58,54.23,6.07,94.0,2391.0,211.0,0.48,2.15,-0.42,1.49,2,1,0,0,0,0,R,3.31,1.53,1
4-Seam Fastball,6.2,-2.82,54.29,5.92,93.1,2362.0,213.0,-1.09,1.5,-0.38,1.49,1,1,0,0,0,0,R,3.36,1.62,0
4-Seam Fastball,6.4,-2.88,54.15,5.87,93.1,2377.0,212.0,-0.77,1.08,-0.48,1.44,0,1,0,0,0,0,R,3.26,1.48,0
4-Seam Fastball,6.2,-2.82,54.28,5.99,93.3,2368.0,212.0,-0.03,2.76,-0.54,1.49,0,0,0,0,0,0,R,3.33,1.58,0
Knuckle Curve,6.3,-2.84,54.17,5.81,82.8,2561.0,34.0,0.08,0.42,0.35,-0.81,0,2,0,1,1,2,R,3.3,1.56,1
Cutter,6.9,-2.82,53.62,5.79,89.0,2423.0,147.0,1.22,1.88,0.16,0.27,0,1,0,1,1,2,R,3.3,1.56,1
Knuckle Curve,6.3,-2.84,54.19,5.98,83.3,2503.0,39.0,-0.31,2.41,0.39,-0.82,0,0,0,1,1,2,R,3.3,1.49,0
4-Seam Fastball,6.2,-2.84,54.35,6.02,93.9,2281.0,205.0,-0.54,2.37,-0.1,1.55,1,1,0,1,1,1,R,3.12,1.47,1
4-Seam Fastball,6.3,-2.76,54.2,5.99,94.2,2232.0,204.0,-0.63,3.27,-0.32,1.44,1,0,0,1,1,1,R,3.15,1.49,0
4-Seam Fastball,6.2,-2.86,54.35,6.01,93.6,2199.0,203.0,-1.07,3.65,-0.12,1.5,0,0,0,1,1,1,R,3.12,1.48,0
4-Seam Fastball,6.3,-2.89,54.22,5.97,93.1,2306.0,215.0,-0.97,3.77,-0.67,1.54,1,2,0,0,1,1,R,3.57,1.81,0
Slider,6.8,-2.95,53.66,5.84,87.1,2428.0,152.0,1.28,1.47,0.36,0.28,1,1,0,0,1,1,R,3.57,1.81,1
4-Seam Fastball,6.4,-2.98,54.13,5.86,93.1,2272.0,210.0,-1.32,2.55,-0.52,1.43,0,1,0,0,1,1,R,3.52,1.77,0
4-Seam Fastball,6.3,-3.06,54.17,5.83,93.4,2347.0,205.0,-0.75,2.58,-0.69,1.32,0,0,0,0,1,1,R,3.6,1.79,0
Knuckle Curve,6.3,-2.85,54.2,5.89,83.7,2632.0,36.0,-0.02,2.18,0.45,-0.82,0,0,0,0,0,1,R,3.59,1.71,1
4-Seam Fastball,6.5,-2.67,54.03,6.03,95.0,2368.0,208.0,-0.1,3.33,-0.32,1.54,3,2,0,0,0,0,R,3.6,1.76,1
Slider,6.8,-2.85,53.71,5.82,87.3,2511.0,126.0,0.0,1.96,0.64,-0.06,3,1,0,0,0,0,R,3.6,1.79,0
Changeup,6.6,-3.01,53.94,5.78,85.5,1540.0,223.0,-1.56,3.07,-1.06,0.62,2,1,0,0,0,0,R,3.57,1.73,0
Slider,6.9,-2.83,53.61,5.86,87.2,2521.0,90.0,1.14,1.23,0.58,0.08,1,1,0,0,0,0,R,3.6,1.79,0
4-Seam Fastball,6.2,-2.83,54.32,6.02,92.2,2313.0,209.0,-0.86,1.98,-0.19,1.51,1,0,0,0,0,0,R,3.59,1.73,0
Slider,6.6,-3.0,53.85,5.84,85.8,2541.0,126.0,1.24,1.53,0.49,0.03,0,0,0,0,0,0,R,3.6,1.79,0
4-Seam Fastball,6.6,-2.76,53.87,5.9,94.8,2345.0,208.0,0.75,1.99,-0.3,1.56,3,2,0,0,0,2,L,3.17,1.49,1
Knuckle Curve,6.6,-2.95,53.89,5.85,82.9,2435.0,35.0,-1.01,2.07,0.42,-0.8,3,1,0,0,0,2,L,3.14,1.43,0
Changeup,6.6,-3.13,53.9,5.76,84.0,1383.0,229.0,-0.9,1.48,-1.0,0.5,2,1,0,0,0,2,L,3.11,1.49,0
Changeup,6.7,-3.03,53.84,5.72,85.0,1380.0,228.0,0.08,1.2,-0.94,0.32,1,1,0,0,0,2,L,3.17,1.48,0
Changeup,6.7,-3.05,53.77,5.8,87.0,1375.0,228.0,-1.66,2.16,-1.04,0.11,0,1,0,0,0,2,L,3.17,1.52,0
Cutter,6.6,-2.82,53.87,5.84,89.8,2298.0,204.0,0.48,2.09,0.16,0.39,0,0,0,0,0,2,L,3.17,1.49,1
4-Seam Fastball,6.5,-2.6,54.0,5.95,95.0,2257.0,204.0,0.18,2.39,-0.18,1.54,1,2,0,0,0,1,R,3.54,1.75,1
Slider,6.7,-2.84,53.76,5.76,85.4,2487.0,72.0,0.47,0.87,0.58,-0.3,0,2,0,0,0,1,R,3.54,1.78,0
4-Seam Fastball,6.4,-2.92,54.08,5.87,93.4,2312.0,211.0,-1.47,2.82,-0.22,1.63,0,1,0,0,0,1,R,3.54,1.75,1
Slider,6.3,-2.93,54.17,5.87,89.0,2592.0,167.0,0.4,1.46,0.52,0.02,0,0,0,0,0,1,R,3.54,1.75,1
Changeup,6.9,-2.94,53.57,5.82,86.3,1461.0,219.0,-0.12,1.63,-1.07,0.26,2,2,0,0,0,0,L,3.62,1.75,0
Knuckle Curve,6.6,-2.88,53.92,5.82,83.0,2546.0,33.0,0.54,0.18,0.34,-1.19,1,2,0,0,0,0,L,3.67,1.78,0
Changeup,6.7,-2.85,53.83,5.79,87.5,1708.0,221.0,-0.92,1.71,-1.03,0.24,1,1,0,0,0,0,L,3.62,1.72,1
4-Seam Fastball,6.4,-2.75,54.15,5.97,94.5,2423.0,207.0,-1.04,1.41,-0.28,1.53,0,1,0,0,0,0,L,3.7,1.81,0
4-Seam Fastball,6.3,-2.87,54.16,5.99,93.7,2322.0,208.0,-0.54,1.38,-0.43,1.5,0,0,0,0,0,0,L,3.49,1.68,0
Changeup,6.7,-2.78,53.79,5.74,88.6,1459.0,225.0,0.07,1.41,-1.12,0.0,2,2,0,0,0,2,R,3.31,1.53,1
4-Seam Fastball,6.5,-2.66,53.97,5.97,94.6,2190.0,203.0,-0.07,2.92,-0.13,1.31,2,2,0,0,0,2,R,3.31,1.53,1
4-Seam Fastball,6.4,-2.6,54.05,5.96,93.6,2347.0,200.0,-0.15,3.14,-0.05,1.47,2,1,0,0,0,2,R,3.31,1.53,1
4-Seam Fastball,6.5,-2.95,54.02,5.84,93.6,2389.0,209.0,-1.42,3.19,-0.46,1.49,1,1,0,0,0,2,R,3.5,1.59,0
4-Seam Fastball,6.2,-2.85,54.3,5.91,92.9,2299.0,206.0,-1.39,3.6,-0.42,1.59,0,1,0,0,0,2,R,3.35,1.63,0
Slider,6.3,-2.71,54.16,5.86,88.2,2607.0,118.0,0.81,2.04,0.63,-0.1,0,0,0,0,0,2,R,3.31,1.62,0
Slider,6.7,-2.82,53.83,5.81,87.3,2540.0,120.0,1.49,2.06,0.56,0.16,0,2,0,0,0,1,R,3.3,1.56,1
4-Seam Fastball,6.2,-2.83,54.29,5.87,92.7,2391.0,206.0,-0.71,2.51,-0.33,1.34,0,1,0,0,0,1,R,3.3,1.61,0
4-Seam Fastball,6.3,-2.79,54.15,5.97,94.0,2308.0,206.0,0.31,2.33,-0.38,1.39,0,0,0,0,0,1,R,3.3,1.56,0
Slider,6.8,-2.82,53.66,5.88,87.7,2385.0,154.0,0.59,2.21,0.51,0.24,0,2,0,0,0,0,R,3.12,1.47,1
4-Seam Fastball,6.4,-2.75,54.06,5.92,93.6,2263.0,212.0,-0.5,3.1,-0.29,1.46,0,2,0,0,0,0,R,3.12,1.47,1
4-Seam Fastball,6.4,-3.03,54.13,5.93,93.1,2335.0,218.0,-0.29,1.94,-0.26,1.53,0,1,0,0,0,0,R,3.12,1.47,1
4-Seam Fastball,6.7,-3.0,53.79,5.88,92.6,2310.0,210.0,-0.56,2.12,-0.39,1.45,0,0,0,0,0,0,R,3.13,1.49,0
Slider,6.8,-2.73,53.73,5.94,87.9,2326.0,162.0,0.44,2.38,0.47,0.36,1,0,0,0,0,2,R,3.57,1.81,1
4-Seam Fastball,6.1,-2.82,54.4,6.01,93.5,2269.0,206.0,-1.66,3.08,-0.21,1.44,0,0,0,0,0,2,R,3.63,1.77,0
Knuckle Curve,6.3,-2.69,54.19,5.96,82.6,2482.0,33.0,-0.15,1.55,0.26,-1.05,3,1,0,0,0,1,R,3.59,1.71,1
4-Seam Fastball,6.2,-2.53,54.25,6.11,93.5,2307.0,204.0,-0.23,3.05,-0.24,1.56,3,0,0,0,0,1,R,3.59,1.81,0
Cutter,6.6,-2.7,53.95,5.95,88.4,2497.0,162.0,1.03,0.18,0.19,0.46,2,0,0,0,0,1,R,3.6,1.77,0
Knuckle Curve,6.0,-2.62,54.47,6.0,83.2,2663.0,31.0,-0.3,1.11,0.39,-1.23,1,0,0,0,0,1,R,3.62,1.8,0
Knuckle Curve,6.0,-2.8,54.52,5.99,84.0,2691.0,32.0,0.97,0.85,0.49,-1.1,0,0,0,0,0,1,R,3.69,1.8,0
4-Seam Fastball,6.1,-2.69,54.42,6.08,92.8,2297.0,206.0,-0.04,1.5,-0.12,1.56,1,0,0,0,0,0,R,3.6,1.76,1
4-Seam Fastball,6.1,-2.87,54.4,6.08,92.6,2294.0,206.0,-1.47,1.76,-0.21,1.66,0,0,0,0,0,0,R,3.68,1.8,0
Changeup,6.8,-2.94,53.72,5.83,86.0,1536.0,228.0,-1.11,2.73,-0.93,0.49,1,1,0,0,0,2,L,3.17,1.49,1
Changeup,6.8,-2.88,53.65,5.8,86.0,1550.0,224.0,-1.36,2.68,-1.04,0.38,0,1,0,0,0,2,L,3.1,1.47,0
Knuckle Curve,6.5,-2.76,53.97,5.95,82.5,2543.0,38.0,-0.3,2.69,0.29,-1.22,0,0,0,0,0,2,L,3.17,1.49,0
4-Seam Fastball,6.2,-2.53,54.28,6.08,94.6,2282.0,195.0,-0.33,3.78,-0.11,1.52,2,2,0,0,0,1,R,3.54,1.75,1
Slider,6.7,-2.73,53.79,5.82,88.1,2417.0,140.0,1.74,0.94,0.58,0.05,1,2,0,0,0,1,R,3.54,1.79,0
4-Seam Fastball,6.1,-2.66,54.42,6.06,94.3,2359.0,200.0,-0.69,2.93,-0.25,1.54,1,2,0,0,0,1,R,3.54,1.75,1
4-Seam Fastball,6.1,-2.66,54.42,6.08,95.0,2289.0,203.0,-0.85,2.94,-0.19,1.55,1,2,0,0,0,1,R,3.54,1.75,1
Slider,6.6,-2.82,53.87,5.89,87.4,2502.0,104.0,0.28,1.75,0.5,-0.11,1,1,0,0,0,1,R,3.54,1.75,1
4-Seam Fastball,6.1,-2.78,54.38,6.02,93.4,2260.0,203.0,-1.6,2.24,-0.24,1.5,0,1,0,0,0,1,R,3.54,1.78,0
4-Seam Fastball,6.2,-2.83,54.3,5.97,93.6,2273.0,204.0,-1.12,2.26,-0.09,1.35,0,0,0,0,0,1,R,3.54,1.75,1
Changeup,6.8,-2.86,53.67,5.79,86.7,1562.0,229.0,-0.59,1.73,-1.22,0.29,1,2,0,0,0,0,L,3.62,1.72,1
Knuckle Curve,6.1,-2.71,54.36,5.85,82.0,2526.0,28.0,0.96,0.07,0.6,-1.41,0,2,0,0,0,0,L,3.73,1.82,0
Changeup,6.6,-3.0,53.91,5.85,86.6,1745.0,229.0,-0.09,1.49,-0.95,0.35,0,1,0,0,0,0,L,3.62,1.72,1
4-Seam Fastball,6.0,-2.78,54.48,6.05,94.6,2440.0,206.0,-0.62,1.92,-0.52,1.58,0,0,0,0,0,0,L,3.63,1.75,0
4-Seam Fastball,6.6,-2.73,53.95,5.93,92.3,2396.0,204.0,0.89,3.1,0.01,1.42,0,0,0,0,0,2,R,3.36,1.56,1
Changeup,6.6,-2.98,53.92,5.8,85.8,1474.0,219.0,-0.53,1.59,-0.87,0.32,1,2,0,0,0,1,R,3.41,1.6,1
Cutter,6.6,-2.72,53.94,5.8,88.7,2344.0,189.0,0.67,1.63,0.3,0.55,1,1,0,0,0,1,R,3.59,1.6,0
Knuckle Curve,6.4,-2.81,54.11,5.95,81.4,2576.0,35.0,-0.9,0.56,0.35,-1.08,0,1,0,0,0,1,R,3.52,1.7,0
Cutter,6.5,-3.0,53.96,5.86,88.2,2354.0,191.0,0.4,2.27,0.42,0.87,0,0,0,0,0,1,R,3.69,1.64,0
4-Seam Fastball,6.6,-2.93,53.93,5.93,92.5,2429.0,212.0,-0.62,1.8,-0.32,1.54,2,1,0,0,0,0,L,3.69,1.77,0
4-Seam Fastball,6.6,-2.86,53.95,5.86,92.7,2435.0,208.0,-0.57,1.3,-0.39,1.51,1,1,0,0,0,0,L,3.82,1.84,0
Changeup,6.7,-2.98,53.83,5.78,83.7,1449.0,221.0,0.65,1.7,-0.99,0.34,0,1,0,0,0,0,L,3.82,1.84,0
Changeup,6.5,-3.08,53.96,5.82,83.6,1529.0,223.0,-0.39,1.3,-0.99,0.2,0,0,0,0,0,0,L,3.62,1.71,1
4-Seam Fastball,6.7,-2.94,53.77,5.98,92.8,2280.0,209.0,-0.68,2.76,-0.37,1.39,0,1,0,0,0,2,R,3.42,1.69,1
Knuckle Curve,6.4,-2.9,54.05,5.89,81.8,2505.0,37.0,-0.8,1.59,0.56,-1.06,0,0,0,0,0,2,R,3.46,1.69,0
Changeup,6.7,-3.04,53.75,5.77,85.1,1446.0,224.0,-0.29,2.5,-0.43,0.74,3,2,0,0,0,1,L,3.29,1.67,1
Knuckle Curve,6.4,-2.76,54.13,5.81,82.5,2553.0,29.0,1.01,-1.28,0.76,-1.08,2,2,0,0,0,1,L,3.39,1.67,0
Knuckle Curve,6.4,-2.78,54.12,5.86,81.4,2451.0,40.0,0.17,2.1,0.59,-1.02,2,2,0,0,0,1,L,3.29,1.67,1
Knuckle Curve,6.4,-2.92,54.11,5.81,81.3,2518.0,35.0,-0.07,-0.23,0.87,-0.97,1,2,0,0,0,1,L,3.42,1.67,0
Knuckle Curve,6.3,-2.99,54.2,5.9,81.9,2500.0,39.0,-0.04,2.12,0.62,-0.85,1,1,0,0,0,1,L,3.29,1.67,1
Changeup,6.4,-3.01,54.05,5.74,86.1,1515.0,220.0,-0.96,0.83,-1.07,0.18,0,1,0,0,0,1,L,3.42,1.67,0
Cutter,6.3,-2.87,54.22,5.9,88.6,2352.0,171.0,0.61,2.23,0.6,0.5,0,0,0,0,0,1,L,3.29,1.67,1
Knuckle Curve,6.4,-2.96,54.13,5.94,80.8,2492.0,33.0,-1.05,2.4,0.56,-0.83,3,2,0,0,0,0,R,3.13,1.41,0
Changeup,6.7,-2.91,53.79,5.71,86.4,1403.0,223.0,-0.08,1.08,-0.9,0.05,2,2,0,0,0,0,R,3.23,1.44,0
Knuckle Curve,6.7,-2.74,53.85,5.89,80.6,2488.0,35.0,0.18,0.63,0.64,-1.19,2,2,0,0,0,0,R,3.55,1.63,1
Knuckle Curve,6.6,-2.82,53.87,5.93,80.5,2429.0,42.0,-0.33,1.17,0.64,-1.09,2,2,0,0,0,0,R,3.55,1.63,1
Knuckle Curve,6.6,-2.79,53.85,5.88,80.9,2519.0,34.0,0.24,0.92,0.53,-1.16,1,2,0,0,0,0,R,3.16,1.41,0
Knuckle Curve,6.4,-2.78,54.05,6.02,80.3,2536.0,36.0,-0.42,2.16,0.66,-1.08,1,1,0,0,0,0,R,3.55,1.63,1
Knuckle Curve,6.4,-2.73,54.05,6.0,80.4,2502.0,43.0,-0.15,2.44,0.36,-1.06,1,0,0,0,0,0,R,3.55,1.63,1
Knuckle Curve,6.4,-2.83,54.08,5.92,80.7,2435.0,45.0,-1.5,2.1,0.42,-0.95,0,0,0,0,0,0,R,3.26,1.48,0
Knuckle Curve,6.3,-2.88,54.24,5.94,81.3,2409.0,38.0,-0.15,1.6,0.53,-1.05,1,1,0,0,1,2,R,3.26,1.41,0
Knuckle Curve,6.4,-2.79,54.05,5.97,81.5,2367.0,33.0,0.2,1.56,0.53,-0.96,1,0,0,0,1,2,R,3.55,1.63,1
Cutter,6.6,-2.91,53.9,5.88,88.6,2409.0,188.0,0.84,0.46,0.29,0.5,0,0,0,0,1,2,R,3.36,1.63,0
4-Seam Fastball,6.4,-2.84,54.12,6.1,92.0,2369.0,199.0,0.17,3.07,-0.26,1.45,0,0,0,0,0,2,L,3.29,1.53,1
Knuckle Curve,6.2,-2.86,54.32,6.0,80.5,2531.0,36.0,0.17,1.8,0.53,-1.09,0,1,0,0,1,0,R,3.47,1.68,1
Cutter,6.6,-2.79,53.86,5.86,89.0,2413.0,191.0,0.61,1.83,0.1,0.66,0,0,0,0,1,0,R,3.59,1.68,0
4-Seam Fastball,6.5,-2.69,53.99,6.06,92.7,2428.0,202.0,0.44,2.29,-0.2,1.56,2,1,0,0,0,0,L,3.3,1.57,1
Cutter,6.4,-2.85,54.08,5.99,88.5,2374.0,189.0,0.78,3.39,0.05,0.82,1,1,0,0,0,0,L,3.36,1.57,0
Changeup,6.7,-2.84,53.84,5.98,84.4,1495.0,221.0,0.0,1.46,-0.84,0.35,0,1,0,0,0,0,L,3.46,1.63,0
4-Seam Fastball,6.4,-2.74,54.09,6.09,90.9,2303.0,207.0,-0.45,2.55,-0.2,1.49,0,0,0,0,0,0,L,3.49,1.57,0
Cutter,6.6,-2.93,53.86,5.83,89.9,2447.0,176.0,0.19,1.91,0.42,0.43,2,2,0,0,0,2,R,3.46,1.56,0
Changeup,6.7,-3.0,53.82,5.75,87.4,1559.0,220.0,-0.39,0.63,-1.15,0.46,1,2,0,0,0,2,R,3.42,1.56,0
Changeup,6.7,-2.84,53.79,5.87,86.9,1565.0,212.0,-0.44,2.48,-1.08,0.3,1,1,0,0,0,2,R,3.36,1.56,1
Cutter,6.7,-2.77,53.81,5.92,88.6,2375.0,176.0,0.83,1.68,0.58,0.25,0,1,0,0,0,2,R,3.46,1.64,0
4-Seam Fastball,6.7,-2.62,53.76,6.04,92.1,2318.0,196.0,0.78,2.1,-0.19,1.42,0,0,0,0,0,2,R,3.46,1.54,0
Knuckle Curve,6.3,-2.89,54.24,5.97,81.3,2538.0,38.0,-0.79,2.7,0.81,-1.15,0,1,0,0,0,1,R,3.41,1.6,1
Cutter,6.7,-3.11,53.84,5.91,88.7,2302.0,173.0,0.03,1.27,0.42,0.4,0,0,0,0,0,1,R,3.69,1.73,0
Knuckle Curve,6.6,-2.97,53.95,5.9,80.9,2560.0,31.0,-0.27,-0.02,0.44,-1.16,2,2,0,0,0,0,L,3.62,1.71,1
Knuckle Curve,6.2,-2.98,54.27,5.99,81.0,2526.0,38.0,-0.23,2.3,0.69,-1.0,2,1,0,0,0,0,L,3.62,1.71,1
4-Seam Fastball,6.5,-2.73,54.05,6.1,92.8,2398.0,208.0,-0.17,1.47,-0.27,1.62,1,1,0,0,0,0,L,3.79,1.8,0
4-Seam Fastball,6.4,-2.83,54.13,6.11,92.4,2377.0,197.0,-1.3,2.86,-0.26,1.57,0,1,0,0,0,0,L,3.92,1.84,0
4-Seam Fastball,6.6,-2.72,53.91,6.06,92.4,2353.0,205.0,0.15,2.33,-0.2,1.61,0,0,0,0,0,0,L,3.82,1.87,0
4-Seam Fastball,6.4,-2.93,54.06,6.03,93.0,2449.0,200.0,-0.85,3.02,-0.41,1.52,0,0,0,0,0,2,R,3.42,1.69,1
Knuckle Curve,6.4,-2.73,54.13,5.86,82.3,2579.0,38.0,-0.08,0.28,0.65,-0.95,1,2,0,0,0,1,L,3.29,1.67,1
Changeup,6.5,-2.94,53.95,5.79,86.6,1543.0,220.0,0.57,1.53,-0.92,0.42,1,1,0,0,0,1,L,3.46,1.73,0
Changeup,6.4,-3.03,54.06,5.88,86.5,1495.0,216.0,0.44,1.52,-0.85,0.66,0,1,0,0,0,1,L,3.46,1.67,0
4-Seam Fastball,6.6,-2.74,53.91,6.04,93.6,2397.0,203.0,0.01,1.64,-0.3,1.3,0,0,0,0,0,1,L,3.55,1.77,0
Knuckle Curve,6.4,-2.82,54.06,5.95,82.1,2585.0,33.0,0.19,0.79,0.58,-0.94,1,2,0,0,0,0,R,3.55,1.63,1
Knuckle Curve,6.4,-2.76,54.12,5.99,81.7,2579.0,38.0,-0.52,0.74,0.47,-1.09,1,1,0,0,0,0,R,3.55,1.63,1
